Producto,CodigoOrigen,Codigo,Categoria,Proveedor,Deposito,Ubicacion,Cantidad,StockSeguridad
CONECTOR RAPIDO HEMBRA C/VAL I,38518,2573,Insumos,AWC,Anaya 2710,,15,10
CONECTOR RAPIDO MACHO C/VAL IN,38519,2574,Insumos,AWC,Anaya 2710,,15,10
Conector Rápido para desagüe,,1318,Insumos,AWC,Anaya 2710,,15,10
CONECTOR RECTO C/ROSCA,V3007-04,378,Insumos,AWC,Anaya 2710,,15,10
"CONECTOR RECTO C/ROSCA 1""BSPT",V3007-06,1983,Insumos,AWC,Anaya 2710,,15,10
"CONECTOR RECTO C/ROSCA 1.25""",V3007-08,1982,Insumos,AWC,Anaya 2710,,15,10
CONECTOR TUBO 3/8 x 1/4,PI201208S,409,Insumos,AWC,Anaya 2710,,15,10
CONECTOR UNION HANSEN DOBLE,,2672,Insumos,AWC,Anaya 2710,,15,10
"CONECTORES RAP. CIEGOS ""FILSA""",CONRAFIC,1320,Insumos,AWC,Anaya 2710,,15,10
"CONECTORES RAPIDOS ""FILSA""c/es",CONRAFI,1317,Insumos,AWC,Anaya 2710,,15,10
"CONETOR TUBO - ROSCA 3/4"" - 3/4"" (POLISULFONA)",PSEI012826E,2827,Insumos,AWC,Anaya 2710,,15,10
"CONEXION VITAULIC ROSCA 1¼""",,2951,Insumos,AWC,Anaya 2710,,15,10
"CONEXION VITAULIC ROSCA 2""",STA-00-99,2514,Insumos,AWC,Anaya 2710,,15,10
Conjunto bypass p/valvula aut,V3006,1381,Insumos,AWC,Anaya 2710,,15,10
CONNECTING PLATE,11210,2332,Insumos,AWC,Anaya 2710,,15,10
CONSERVANTE PARA MEMBRANA AWC C-221,C-221,2943,Insumos,AWC,Anaya 2710,,15,10
CONTACTOR 3P 15A 1NA AC3 22A,MOE4476,2813,Insumos,AWC,Anaya 2710,,15,10
CONTACTOR 3P 1NA 25A AC3 45A AC1 230VAC,MOE4516,2727,Insumos,AWC,Anaya 2710,,15,10
CONTACTOR 3P 1NA 9A AC3 22A AC1 230VAC,MOE4456,2726,Insumos,AWC,Anaya 2710,,15,10
CONTACTOR 5.5 KW,4456,1067,Insumos,AWC,Anaya 2710,,15,10
CONTACTOR CON 1NA DE 15A,MOE4476,2572,Insumos,AWC,Anaya 2710,,15,10
CONTAINMENT SHELL ETFE - MDM 1518/2156/2526-EKK,,2599,Insumos,AWC,Anaya 2710,,15,10
CONTENEDOR RES. LECHO MIX10,213500,2442,Insumos,AWC,Anaya 2710,,15,10
CONTENEDOR RESINA CATIONICA 10,213400,2441,Insumos,AWC,Anaya 2710,,15,10
"CONTENEDOR RESINA NITRATOS 10""",213300,2440,Insumos,AWC,Anaya 2710,,15,10
CONTR. CONDUCTIVIDAD CONTR-M,CONTR-M,454,Insumos,AWC,Anaya 2710,,15,10
CONTR. DIGITAL CRIUS OZONO,,2095,Insumos,AWC,Anaya 2710,,15,10
CONTROL DE NIVEL ELECTRICO,CONNIV752,1176,Insumos,AWC,Anaya 2710,,15,10
CONTROL DE NIVEL WP,LEVEL CONTROL,1925,Insumos,AWC,Anaya 2710,,15,10
CONTROL M - 1 PUNTA CONDUCTIV 0-200 uS/cm,,2009,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR EQUIPO UV LBH4,,1613,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR EQUIPO UV LBH6-402,,1658,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR INTUITION 6,WDS610HSNAEPN,2544,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR INTUITION 9,WIN900,2879,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR NIVEL ELECT LCL101,LCL101,2138,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR UF 7000 SIN SENSOR,,1826,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR UF 8021 SIN SENSOR,,1825,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR W 100 P/PANEL,WCNP110A-N,2895,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR W100,WPHPW100HM-A,2404,Insumos,AWC,Anaya 2710,,15,10
CONTROLADOR W100-CL,WDSW100HN-A,2403,Insumos,AWC,Anaya 2710,,15,10
CRIUS CLORO LIBRE + CLORO TOTAL,,2397,Insumos,AWC,Anaya 2710,,15,10
CRIUS CON SENSOR DE CLORO LIBRE,1002000,2086,Insumos,AWC,Anaya 2710,,15,10
CUARZO EQUIPO LBH6,,1657,Insumos,AWC,Anaya 2710,,15,10
CUARZO REPUESTO UV 11W/SS,,192,Insumos,AWC,Anaya 2710,,15,10
CUBETA PLÁSTICO PARA KIT HACH,46600-04,505,Insumos,AWC,Anaya 2710,,15,10
Cubetas de vidrio Hach 10ml,,503,Insumos,AWC,Anaya 2710,,15,10
CUBIERTA DE TRANSMISION WS2H,,281,Insumos,AWC,Anaya 2710,,15,10
CUBIERTA DE TRANSMISION WS3H,CARCAUVFG,296,Insumos,AWC,Anaya 2710,,15,10
CUBIERTA PLASTICA DE ENGRANAJES,,1547,Insumos,AWC,Anaya 2710,,15,10
"CUBIERTA TRANSMISIÓN NO HARD WATER 1,5"" / 2""",,88,Insumos,AWC,Anaya 2710,,15,10
CUBIERTA TRANSMISIÓN NO HARD WATER 1/125,REPBOM122,107,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1""",20010022,2217,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1/2""",CUPL112,1308,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1/2"" PPL",20010020,2215,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1/2""x3/4"" PPL",20010085,2218,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1/4"" INOX",146202,2292,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 1/4"" TEFFEN",,1309,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 20""",,2246,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 20"" CON ROSCA",39510067,2249,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 25 mm C/ROSCA 3/4""",,2015,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 25 MM X 3/4""",39510068,243,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 25"" CON ROSCA",,2250,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 3/4""",20010021,2216,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 3/4""x1""",20010087,2219,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 3/8"" INOX",146204,2295,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 32 mm C/ROSCA 1""",,2016,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 32""",,2248,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 32"" 1",39510092,2247,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 32"" CON ROSCA",39510069,2251,Insumos,AWC,Anaya 2710,,15,10
CUPLA 40 MM PVC,39510094,2525,Insumos,AWC,Anaya 2710,,15,10
"CUPLA 40 MM X 1 1/4"" PVC",39510070,2526,Insumos,AWC,Anaya 2710,,15,10
CUPLA 63 MM,,2931,Insumos,AWC,Anaya 2710,,15,10
CUPLA CON P/MANGUERA DE  9MM,,1042,Insumos,AWC,Anaya 2710,,15,10
"CUPLA DE 1""",,1380,Insumos,AWC,Anaya 2710,,15,10
"CUPLA INOX 1,5""",,278,Insumos,AWC,Anaya 2710,,15,10
CUPLA INOX 1/2,144288,2778,Insumos,AWC,Anaya 2710,,15,10
"CUPLA INOX 3/4""",,270,Insumos,AWC,Anaya 2710,,15,10
CUPLA PVC 32MM,,370,Insumos,AWC,Anaya 2710,,15,10
CUPLA PVC 40MM,,363,Insumos,AWC,Anaya 2710,,15,10
CUPLA REDUCTORA ROSCA HEMBRA 1/2 A 1/4,,79,Insumos,AWC,Anaya 2710,,15,10
CUPLA REDUCTORA ROSCA HEMBRA 3/4 A 1/2,,89,Insumos,AWC,Anaya 2710,,15,10
CUPLA ROSCA HEMBRA 1/4,,69,Insumos,AWC,Anaya 2710,,15,10
CUPLA ROSCA HEMBRA 3/8,,76,Insumos,AWC,Anaya 2710,,15,10
CUPLA SOLDA 50 MM PVC,39510095,2519,Insumos,AWC,Anaya 2710,,15,10
"CUPLA UNION (VITAULIC) 1.5""",,1890,Insumos,AWC,Anaya 2710,,15,10
"CUPLE INOX 1""",,272,Insumos,AWC,Anaya 2710,,15,10
CURVA GUIA 45º,138911-002,2345,Insumos,AWC,Anaya 2710,,15,10
CURVA GUIA 90º,138351-002,2344,Insumos,AWC,Anaya 2710,,15,10
DATA LOGGER 46 ETHERNET,,2168,Insumos,AWC,Anaya 2710,,15,10
DBOLE UNION PVC 40MM,,225,Insumos,AWC,Anaya 2710,,15,10
DES. AGUA TRAT Y EQ. DIOX CLO,,4,Insumos,AWC,Anaya 2710,,15,10
DES. AGUA TRAT. Y EQ PERAC,,6,Insumos,AWC,Anaya 2710,,15,10
DES. CAÑERÍA,,1431,Insumos,AWC,Anaya 2710,,15,10
DES. EQ. OSMOSIS DOMÉSTICO,,1434,Insumos,AWC,Anaya 2710,,15,10
DES. EQ. OSMOSIS PERAC/DIOX/F,DESEQPERAC,1432,Insumos,AWC,Anaya 2710,,15,10
DES. EQ. OSMOSIS PORTATIL,,1433,Insumos,AWC,Anaya 2710,,15,10
DES. FILTRO CARBÓN DIOX/PER/F,DESDIOCLO0,1374,Insumos,AWC,Anaya 2710,,15,10
DESCUENTOS CONCEDIDOS,,900,Insumos,AWC,Anaya 2710,,15,10
DESCUENTOS CONCEDIDOS 22,,10001,Insumos,AWC,Anaya 2710,,15,10
DESCUENTOS OBTENIDOS,,336,Insumos,AWC,Anaya 2710,,15,10
DESINF AGUA TRAT C/PERACETICO,SERDES411,193,Insumos,AWC,Anaya 2710,,15,10
DESINF. AGUA TRAT. C/FORMOL,DESCLO122,63,Insumos,AWC,Anaya 2710,,15,10
DESINF. PRETRAT. AC PERAC,DESPRE141,62,Insumos,AWC,Anaya 2710,,15,10
DESINFECCION PRETRATA. FORMOL,DESOZ2467,1049,Insumos,AWC,Anaya 2710,,15,10
DESNITRIFICADOR 1J25T1,,2394,Insumos,AWC,Anaya 2710,,15,10
DESNITRIFICADOR 6A150T3,,1829,Insumos,AWC,Anaya 2710,,15,10
DESNITRIFICADOR AUTOMATICO COM,,1651,Insumos,AWC,Anaya 2710,,15,10
DESTRUCTOR OZONO,OCD22,1356,Insumos,AWC,Anaya 2710,,15,10
DETECTOR DE DERRAME (SENSOR),,2842,Insumos,AWC,Anaya 2710,,15,10
DETECTOR UV ZENITH,PI011623S,2373,Insumos,AWC,Anaya 2710,,15,10
DETECTOR UV ZENITH,177730,2377,Insumos,AWC,Anaya 2710,,15,10
DEUDORES INCOBRABLES,,21,Insumos,AWC,Anaya 2710,,15,10
DIAFRAGMA,,1212,Insumos,AWC,Anaya 2710,,15,10
DIAFRAGMA BOMBA EHE36,EH0636,2615,Insumos,AWC,Anaya 2710,,15,10
DIAFRAGMA DOSIF. IXD150,IX0085,2632,Insumos,AWC,Anaya 2710,,15,10
DIAFRAGMA PROMINENT,2600,1936,Insumos,AWC,Anaya 2710,,15,10
DIALECTRICO CD2000P,RCC71SA,2946,Insumos,AWC,Anaya 2710,,15,10
DIELECTRICO CAMARA REAC. CD10,RCC76SA,1510,Insumos,AWC,Anaya 2710,,15,10
Difusor,,400,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR ESTRELLA INFERIOR TANQUE 18""A21""",,1899,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR ESTRELLA INFERIOR TANQUE 24""",,1900,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR ESTRELLA INFERIOR TANQUE 36""",,1902,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR ESTRELLA INFERIOR TANQUE 40""",,1903,Insumos,AWC,Anaya 2710,,15,10
Difusor gr. cilindrico 1-1/4,D1197-05,1154,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR P/TANQUE 9""X48",BD-34,1526,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR SIMPLE INFERIOR 1,050""",D1212-04,1407,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR SIMPLE INFERIOR 1,320""",D1212-21,1575,Insumos,AWC,Anaya 2710,,15,10
"DIFUSOR SUP. P/CAÑO DIFUSOR 2""",D1300-01,1540,Insumos,AWC,Anaya 2710,,15,10
DIOXIDO DE CLORO (litros),DIOXCLOR,1195,Insumos,AWC,Anaya 2710,,15,10
DISP. COLUMBIA FC-700-UF ULTRA,754505,2596,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR AGUA FILTRADA FC22,240600,2451,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR DE AGUA,DISP-HC,1628,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR DE AGUA ROYAL,,123,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR DE AGUA ROYAL C/GAS,,124,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR HIDROTEK,1151312,386,Insumos,AWC,Anaya 2710,,15,10
DISPENSADOR HIDROTEK H11,9936,389,Insumos,AWC,Anaya 2710,,15,10
"DISPLAY DIGITAL TEMP. Y HUMEDAD
",FST100-2001D,2287,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDO ESTRELLA 16 1.5""",DKSHL16TM1.5S,1712,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR 24""",DKSHL24FBM3T,2769,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR 36""",DKSHL36FBM3T,2768,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTREL 18/24 1.05,D7179-04,1840,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELL18/24 1.32,D7179-02,1841,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA 14 1.5""",DKSHL14TM1.5S,1711,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA 18-24 1.,D7179-07,1708,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA 18P/CAÑO,DKSHL18TM1.5S,1713,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA 21 3""",DKSHL21TM3S,2457,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA 21/24 15,DKSHL21TM1.5S,1714,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA 24 P/1.5,DKSHL24TM1.5S,2629,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA 30 2""",DKSHL30TM2S,1989,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA 30P/CAÑO,D7180-07,1709,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA 36 2""",DKSHL36TM2S,2176,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA 42 2""",DKSHL42TM2S,2177,Insumos,AWC,Anaya 2710,,15,10
DISTRIBUIDOR ESTRELLA14-16 1.5,D7178-07,1707,Insumos,AWC,Anaya 2710,,15,10
"DISTRIBUIDOR ESTRELLA48 1.5""",DKSHL48TM2S,1541,Insumos,Luminor,Anaya 2710,,15,10
"DOBLE CARCASA P/FILTRO 20""X4,5"" C/ESTRUCTURA",,139,Insumos,Luminor,Anaya 2710,,15,10
"DOBLE CARCASA P/FILTRO 20""X4,5"" S/ESTRUCTUROA - C/SOPORTE",MODTAGU12,141,Insumos,Luminor,Anaya 2710,,15,10
DOBLE UNION 63 MM,,2927,Insumos,Luminor,Anaya 2710,,15,10
"DOBLE UNION PVC 1""",,374,Insumos,Luminor,Anaya 2710,,15,10
"DOBLE UNION PVC 1,5""",,383,Insumos,Luminor,Anaya 2710,,15,10
"DOBLE UNION PVC 2""",,384,Insumos,Luminor,Anaya 2710,,15,10
DOBLE UNION PVC 25mm,,467,Insumos,Luminor,Anaya 2710,,15,10
DOBLE UNION PVC 40,7377,2506,Insumos,Luminor,Anaya 2710,,15,10
DOMESTICO FILTRO AGUA BOTELLA,,2435,Insumos,Luminor,Anaya 2710,,15,10
DOSIERVENTIL PVT,7310,2073,Insumos,Luminor,Anaya 2710,,15,10
DOSIFICADOR METABISULFITO,DOSMETBIS,449,Insumos,Luminor,Anaya 2710,,15,10
DOSIFICADOR MINIPOL,573100,2590,Insumos,Luminor,Anaya 2710,,15,10
DOSIFICADORA WALCHEM EW,EWB11F2-VC,2409,Insumos,Luminor,Anaya 2710,,15,10
DPD CLORO LIBRE 100u,1511312,385,Insumos,Luminor,Anaya 2710,,15,10
DPD CLORO TOTAL  100u,,387,Insumos,Luminor,Anaya 2710,,15,10
DRIVE MODULE-STANDARD DRIVE AS,DRM10,2002,Insumos,Luminor,Anaya 2710,,15,10
DRUCKVENTIL PCB PROMINENT,7308,2071,Insumos,Luminor,Anaya 2710,,15,10
DUCTO ACANALADO 25X30,,2791,Insumos,Luminor,Anaya 2710,,15,10
DUCTO PLAST BLANCO 80x50MM X 2MTS,LEI9234,2741,Insumos,Luminor,Anaya 2710,,15,10
DUCTO PVC 20x10MM X 2MTS S/SEP C ADHES,ROK2012,2738,Insumos,Luminor,Anaya 2710,,15,10
DUCTO RANURADO 25 A 30,,2810,Insumos,Luminor,Anaya 2710,,15,10
"E/ROSCA INOX 3/4""",144237,2745,Insumos,Luminor,Anaya 2710,,15,10
E/ROSCA RED INOX 1 Y 1/4 X 3/4,144418,2746,Insumos,Luminor,Anaya 2710,,15,10
EGRESO DE MERCADERÍA,,2308,Insumos,Luminor,Anaya 2710,,15,10
"ELECTRO VALVULA 1"", 24 NA",SOL-10-24-NO,1882,Insumos,Luminor,Anaya 2710,,15,10
"ELECTRO VALVULA 2"" INOX",SOL-20,460,Insumos,Luminor,Anaya 2710,,15,10
ELECTROBOMBA STAIR SBI 5-16,,2391,Insumos,Luminor,Anaya 2710,,15,10
ELECTROBOMBA VERT. SBI 32-06 MU,STA-00-59-9,1932,Insumos,Luminor,Anaya 2710,,15,10
ELECTROBOMBA VERT. SBI 5-20,STA-00-20,2398,Insumos,Luminor,Anaya 2710,,15,10
ELECTROBOMBA VERT. SV-812,LW21.40,1771,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO DE CLORO LIBRE,32900001,2191,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO DE CLORO TOTAL,32900002,2193,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO ORP CON ATC COMPLETO EN LINEA,WEL-MVF-12,2821,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO ORP WALCHEM,WEL-MVF-NN,2495,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO PARA ORP,ACC,1810,Insumos,Luminor,Anaya 2710,,15,10
ELECTRODO PH,WEL-PHF-NN,2822,Insumos,Luminor,Anaya 2710,,15,10
"ELECTRODO W1/6, ORP, PH, FLAT (SUMERGIBLE)",WEL-MVF-81,2641,Insumos,Luminor,Anaya 2710,,15,10
"ELECTRODO W1/6, PH, FLAT",WEL-PHF-81,2642,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO (PARA MEMBRANA DE PH EXTENDIDO),103726,2858,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO CL2/BR2 100ML WALC,103474,2492,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO CLORO TOTAL 20PPM,B-W A002N,2671,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO DE CLORO CERO,32900006,2677,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO DE OZONO,32900100,2676,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO PARA OZONO,103500,2938,Insumos,Luminor,Anaya 2710,,15,10
ELECTROLITO SIN MEMBRANA,104039,2884,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA 1"" PA/EQ. OSMOS",ELEVAL457,1128,Insumos,Luminor,Anaya 2710,,15,10
ELECTROVALVULA 1/4 ¨BRONCE,14727,2578,Insumos,Luminor,Anaya 2710,,15,10
ELECTROVÁLVULA 1¨ SOLEN.,4550,1798,Insumos,Luminor,Anaya 2710,,15,10
ELECTROVÁLVULA DE 3/4 PVC,4535,1581,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA INOX 1.5""",SOL-15-220,2379,Insumos,Luminor,Anaya 2710,,15,10
ELECTROVÁLVULA INOX 1/4,ELE1/4,163,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA INOX ½"" 220v",SOL-05,1137,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA INOX. 1"" 220v",SOL-10,196,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA INOX. ¾"" 220v",SOL-34,1723,Insumos,Luminor,Anaya 2710,,15,10
ELECTROVALVULA PVC 1 1/4,MANO16002,1306,Insumos,Luminor,Anaya 2710,,15,10
"ELECTROVALVULA PVC 1""",,1796,Insumos,Luminor,Anaya 2710,,15,10
Embudo 2-1/2 X 10,U1006,1409,Insumos,Luminor,Anaya 2710,,15,10
EMBUDO 4&6 MT,U1007,1852,Insumos,Luminor,Anaya 2710,,15,10
ENDSTUCK FUR KANAL OBO,7375,2499,Equipos,Luminor,Anaya 2710,,15,10
ENSAMBLE DE SELLO  PARA NHW 1/125,CLED4G122,109,Equipos,Luminor,Anaya 2710,,15,10
ENSAMBLE DE SELLO WS3H,BOM4-50FG,298,Equipos,Luminor,Anaya 2710,,15,10
"ENSAMBLE DE SELLOS MAV 2""",,1635,Equipos,Luminor,Anaya 2710,,15,10
ENSAMBLE E SELLO WS2H,V3065,2873,Equipos,Luminor,Anaya 2710,,15,10
"ENSAMBLE SELLOS CANASTA NHW 1,5""",V3408EI-4T05BRD,1986,Equipos,Luminor,Anaya 2710,,15,10
ENTRADA ADICIONAL DE SENSOR,5001000,2089,Equipos,Luminor,Anaya 2710,,15,10
ENTRADA DIGITAL X 2,35100000,2087,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA 1"" PPL",20010035,2222,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA 1"" X 1/2 PPL",,2797,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA 1/2"" PPL",20010033,2220,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA 1/4,,22,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA 1/4 TEFFEN,146342,2294,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA 1/4 X 1/2 PPL,,2798,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA 3/4 x 1/2 PPL,,2806,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA 3/4"" PPL",20010034,2221,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA 3/8,,31,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA 3/8""",146344,2297,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA DE 1/2"" 1/4INOX",146346,1366,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA DE 1/4"" PVC",ENTRER114,220,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA INOX 1"" x 3/4""",,2972,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA INOX 1/2 X 1/4,144403,2583,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA INOX 1¨X 1/2¨,144412,2584,Equipos,Luminor,Anaya 2710,,15,10
ENTREROSCA INOX 3/4 X 1/2,144410,2585,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA INOX. 1""",,2164,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA INOX. 1/2""",,2162,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA INOX. 1/4""",,2158,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA INOX. 3/4""",,2163,Equipos,Luminor,Anaya 2710,,15,10
"ENTREROSCA PPL 3/4""",20010037,500,Equipos,Luminor,Anaya 2710,,15,10
ENVIO,,397,Equipos,Luminor,Anaya 2710,,15,10
EQ. DE OZONO C/CCONTROL,EQOZEN752,1180,Equipos,Luminor,Anaya 2710,,15,10
EQ. OSMOSIS INVERSA 4T-100,RO4T-100-P,2055,Equipos,Luminor,Anaya 2710,,15,10
EQ. OSMOSIS PORTATIL F1-100,C-2RO,1126,Equipos,Luminor,Anaya 2710,,15,10
EQ. OZ PURIFICADOR AIRE ZEPHYR,ZAP220,1729,Equipos,Luminor,Anaya 2710,,15,10
EQ. OZONIZADOR COMPLETO CD12,,1061,Equipos,Luminor,Anaya 2710,,15,10
EQ. UV STERILIGHT S12Q-PAGOLD,S12Q-PAGOLD,1121,Equipos,Luminor,Anaya 2710,,15,10
EQ.DOSIFICADOR ANTIINCRUSTANTE,,1351,Equipos,Luminor,Anaya 2710,,15,10
EQ.OSMOSIS DOBLE PASO OSM-DP63,OSM 6.3,1915,Equipos,Luminor,Anaya 2710,,15,10
EQ.OSMOSIS INVERSA PORTATIL P1,,1870,Equipos,Luminor,Anaya 2710,,15,10
EQ.OZONIZADOR C/PREP. CD10AD,CD1010,1500,Equipos,Clear Water Tech,Anaya 2710,,2,5
EQ.OZONIZADOR C/PREP. MA130,M15AD,1687,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO CD30,P370,1950,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO DE OSMOSIS COMPACTO ZIP,349202,2436,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO DE OSMOSIS INVERSA OSM7,EQOSMO458,1131,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO DE OSMOSIS PUREMAX,449503,2589,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO DE OSMOSIS STELLA,404205,2437,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO DOSIFICACION,,1958,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO FILTRACION,,1906,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO INYECTOR METABISULFITO,,1582,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO OSMOSIS 600GPD,RO600P`,2049,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO OSMOSIS COMPACTA ULTRA,384930,2429,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO OSMOSIS INVERSA 100GPD,RO5T-100-P,1806,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO OSMOSIS INVERSA 75GPD,RO4T-75,1805,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO OSMOSIS INVERSA OSM3000,,2401,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UF - DOMESTICO,,395,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO ULTRAFILTRACION FT-LINE,795450,2438,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV (15GPM) LBH4-151,,1610,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV 1 GALON,FILFDO521,190,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV 12 GPM,V3174,445,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV 12 GPM,TDS-IL-A,455,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV 40 GPM COBALT PLUS,SCM-740,2380,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV 950 HO,SP950-HO,2381,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV BLACKCOMB HO (18GPM - LBH6),,1655,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV SANITIZADOR DE AMBIENTE,,2372,Equipos,Luminor,Anaya 2710,,15,10
EQUIPO UV STERILIGHT S12Q,S12Q-PA/2,1129,Equipos,Luminor,Anaya 2710,,15,10
